Time         Position     density      velocity     Temperature  Pressure     species1     species2    
0.01         0.61         1.00         0.79         273.00       129.53       1.00         0.00        
0.01         0.63         1.00         0.79         273.00       127.97       1.00         0.00        
0.01         0.65         1.00         0.79         273.00       126.42       1.00         0.00        
0.01         0.67         1.00         0.79         273.00       124.86       1.00         0.00        
0.01         0.69         1.00         0.79         273.00       123.31       1.00         0.00        
0.01         0.71         1.00         0.79         273.00       121.76       1.00         0.00        
0.01         0.73         1.00         0.79         273.00       120.20       1.00         0.00        
0.01         0.75         1.00         0.79         273.00       118.65       1.00         0.00        
0.01         0.77         1.00         0.79         273.00       117.09       1.00         0.00        
0.01         0.79         1.00         0.79         273.00       115.54       1.00         0.00        
0.01         0.81         1.00         0.79         273.00       113.99       1.00         0.00        
0.01         0.83         1.00         0.79         273.00       112.43       1.00         0.00        
0.01         0.85         1.00         0.79         273.00       110.88       1.00         0.00        
0.01         0.87         1.00         0.79         273.00       109.32       1.00         0.00        
0.01         0.89         1.00         0.79         273.00       107.77       1.00         0.00        
0.01         0.91         1.00         0.79         273.00       106.22       1.00         0.00        
0.01         0.93         1.00         0.79         273.00       104.66       1.00         0.00        
0.01         0.95         1.00         0.79         273.00       103.11       1.00         0.00        
0.01         0.97         1.00         0.79         273.00       101.55       1.00         0.00        
0.01         0.99         1.00         0.79         273.00       100.00       1.00         0.00        
0.01         1.00         1.00         0.79         273.00       100.00       1.00         0.00        

0.02         0.00         0.79         0.10         373.00       100.00       0.70         0.30        
0.02         0.01         0.86         1.00         340.48       197.03       0.80         0.20        
0.02         0.03         0.93         0.85         309.14       194.89       0.89         0.11        
0.02         0.05         0.97         0.81         289.95       192.84       0.95         0.05        
0.02         0.07         0.99         0.80         280.33       190.83       0.98         0.02        
0.02         0.09         0.99         0.79         276.00       188.85       0.99         0.01        
0.02         0.11         1.00         0.79         274.18       186.87       1.00         0.00        
0.02         0.13         1.00         0.79         273.45       184.90       1.00         0.00        
0.02         0.15         1.00         0.79         273.17       182.92       1.00         0.00        
0.02         0.17         1.00         0.79         273.06       180.95       1.00         0.00        
0.02         0.19         1.00         0.79         273.02       178.97       1.00         0.00        
0.02         0.21         1.00         0.79         273.01       177.00       1.00         0.00        
0.02         0.23         1.00         0.79         273.00       175.02       1.00         0.00        
0.02         0.25         1.00         0.79         273.00       173.05       1.00         0.00        
0.02         0.27         1.00         0.79         273.00       171.07       1.00         0.00        
0.02         0.29         1.00         0.79         273.00       169.10       1.00         0.00        
0.02         0.31         1.00         0.79         273.00       167.13       1.00         0.00        
0.02         0.33         1.00         0.79         273.00       165.15       1.00         0.00        
0.02         0.35         1.00         0.79         273.00       163.18       1.00         0.00        
0.02         0.37         1.00         0.79         273.00       161.20       1.00         0.00        
0.02         0.39         1.00         0.79         273.00       159.23       1.00         0.00        
0.02         0.41         1.00         0.79         273.00       157.25       1.00         0.00        
0.02         0.43         1.00         0.79         273.00       155.28       1.00         0.00        
0.02         0.45         1.00         0.79         273.00       153.31       1.00         0.00        
0.02         0.47         1.00         0.79         273.00       151.33       1.00         0.00        
0.02         0.49         1.00         0.79         273.00       149.36       1.00         0.00        
0.02         0.51         1.00         0.79         273.00       147.38       1.00         0.00        
0.02         0.53         1.00         0.79         273.00       145.41       1.00         0.00        
0.02         0.55         1.00         0.79         273.00       143.43       1.00         0.00        
0.02         0.57         1.00         0.79         273.00       141.46       1.00         0.00        
0.02         0.59         1.00         0.79         273.00       139.49       1.00         0.00        
0.02         0.61         1.00         0.79         273.00       137.51       1.00         0.00        
0.02         0.63         1.00         0.79         273.00       135.54       1.00         0.00        
0.02         0.65         1.00         0.79         273.00       133.56       1.00         0.00        
0.02         0.67         1.00         0.79         273.00       131.59       1.00         0.00        
0.02         0.69         1.00         0.79         273.00       129.61       1.00         0.00        
0.02         0.71         1.00         0.79         273.00       127.64       1.00         0.00        
0.02         0.73         1.00         0.79         273.00       125.67       1.00         0.00        
0.02         0.75         1.00         0.79         273.00       123.69       1.00         0.00        
0.02         0.77         1.00         0.79         273.00       121.72       1.00         0.00        
0.02         0.79         1.00         0.79         273.00       119.74       1.00         0.00        
0.02         0.81         1.00         0.79         273.00       117.77       1.00         0.00        
0.02         0.83         1.00         0.79         273.00       115.79       1.00         0.00        
0.02         0.85         1.00         0.79         273.00       113.82       1.00         0.00        
0.02         0.87         1.00         0.79         273.00       111.85       1.00         0.00        
0.02         0.89         1.00         0.79         273.00       109.87       1.00         0.00        
0.02         0.91         1.00         0.79         273.00       107.90       1.00         0.00        
0.02         0.93         1.00         0.79         273.00       105.92       1.00         0.00        
0.02         0.95         1.00         0.79         273.00       103.95       1.00         0.00        
0.02         0.97         1.00         0.79         273.00       101.97       1.00         0.00        
0.02         0.99         1.00         0.79         273.00       100.00       1.00         0.00        
0.02         1.00         1.00         0.79         273.00       100.00       1.00         0.00        

0.03         0.00         0.79         0.10         373.00       100.00       0.70         0.30        
0.03         0.01         0.84         1.00         350.68       197.17       0.77         0.23        
0.03         0.03         0.90         0.88         321.52       194.97       0.85         0.15        
0.03         0.05         0.95         0.83         299.10       192.88       0.92         0.08        
0.03         0.07         0.98         0.81         285.70       190.86       0.96         0.04        
0.03         0.09         0.99         0.80         278.76       188.86       0.98         0.02        
0.03         0.11         0.99         0.79         275.48       186.87       0.99         0.01        
0.03         0.13         1.00         0.79         274.03       184.90       1.00         0.00        
0.03         0.15         1.00         0.79         273.41       182.92       1.00         0.00        
0.03         0.17         1.00         0.79         273.16       180.95       1.00         0.00        
0.03         0.19         1.00         0.79         273.06       178.97       1.00         0.00        
0.03         0.21         1.00         0.79         273.02       177.00       1.00         0.00        
0.03         0.23         1.00         0.79         273.01       175.02       1.00         0.00        
0.03         0.25         1.00         0.79         273.00       173.05       1.00         0.00        
0.03         0.27         1.00         0.79         273.00       171.07       1.00         0.00        
0.03         0.29         1.00         0.79         273.00       169.10       1.00         0.00        
0.03         0.31         1.00         0.79         273.00       167.13       1.00         0.00        
0.03         0.33         1.00         0.79         273.00       165.15       1.00         0.00        
0.03         0.35         1.00         0.79         273.00       163.18       1.00         0.00        
0.03         0.37         1.00         0.79         273.00       161.20       1.00         0.00        
0.03         0.39         1.00         0.79         273.00       159.23       1.00         0.00        
0.03         0.41         1.00         0.79         273.00       157.25       1.00         0.00        
0.03         0.43         1.00         0.79         273.00       155.28       1.00         0.00        
0.03         0.45         1.00         0.79         273.00       153.31       1.00         0.00        
0.03         0.47         1.00         0.79         273.00       151.33       1.00         0.00        
0.03         0.49         1.00         0.79         273.00       149.36       1.00         0.00        
0.03         0.51         1.00         0.79         273.00       147.38       1.00         0.00        
0.03         0.53         1.00         0.79         273.00       145.41       1.00         0.00        
0.03         0.55         1.00         0.79         273.00       143.43       1.00         0.00        
0.03         0.57         1.00         0.79         273.00       141.46       1.00         0.00        
0.03         0.59         1.00         0.79         273.00       139.49       1.00         0.00        
0.03         0.61         1.00         0.79         273.00       137.51       1.00         0.00        
0.03         0.63         1.00         0.79         273.00       135.54       1.00         0.00        
0.03         0.65         1.00         0.79         273.00       133.56       1.00         0.00        
0.03         0.67         1.00         0.79         273.00       131.59       1.00         0.00        
0.03         0.69         1.00         0.79         273.00       129.61       1.00         0.00        
0.03         0.71         1.00         0.79         273.00       127.64       1.00         0.00        
0.03         0.73         1.00         0.79         273.00       125.67       1.00         0.00        
0.03         0.75         1.00         0.79         273.00       123.69       1.00         0.00        
0.03         0.77         1.00         0.79         273.00       121.72       1.00         0.00        
0.03         0.79         1.00         0.79         273.00       119.74       1.00         0.00        
0.03         0.81         1.00         0.79         273.00       117.77       1.00         0.00        
0.03         0.83         1.00         0.79         273.00       115.79       1.00         0.00        
0.03         0.85         1.00         0.79         273.00       113.82       1.00         0.00        
0.03         0.87         1.00         0.79         273.00       111.85       1.00         0.00        
0.03         0.89         1.00         0.79         273.00       109.87       1.00         0.00        
0.03         0.91         1.00         0.79         273.00       107.90       1.00         0.00        
0.03         0.93         1.00         0.79         273.00       105.92       1.00         0.00        
0.03         0.95         1.00         0.79         273.00       103.95       1.00         0.00        
0.03         0.97         1.00         0.79         273.00       101.97       1.00         0.00        
0.03         0.99         1.00         0.79         273.00       100.00       1.00         0.00        
0.03         1.00         1.00         0.79         273.00       100.00       1.00         0.00        

0.04         0.00         0.79         0.10         373.00       100.00       0.70         0.30        
0.04         0.01         0.82         1.00         357.81       197.34       0.75         0.25        
0.04         0.03         0.88         0.90         332.55       195.08       0.82         0.18        
0.04         0.05         0.93         0.85         308.92       192.95       0.89         0.11        
0.04         0.07         0.96         0.82         292.39       190.89       0.94         0.06        
0.04         0.09         0.98         0.80         282.65       188.87       0.97         0.03        
0.04         0.11         0.99         0.80         277.52       186.88       0.99         0.01        
0.04         0.13         1.00         0.79         275.02       184.90       0.99         0.01        
0.04         0.15         1.00         0.79         273.87       182.92       1.00         0.00        
0.04         0.17         1.00         0.79         273.36       180.95       1.00         0.00        
0.04         0.19         1.00         0.79         273.15       178.97       1.00         0.00        
0.04         0.21         1.00         0.79         273.06       177.00       1.00         0.00        
0.04         0.23         1.00         0.79         273.02       175.02       1.00         0.00        
0.04         0.25         1.00         0.79         273.01       173.05       1.00         0.00        
0.04         0.27         1.00         0.79         273.00       171.07       1.00         0.00        
