Time         Position     density      velocity     Temperature  Pressure     species1     species2    
0.0000       0.0000       1.2500       0.1000       273.0000     0.0000       0.0000       1.0000      
0.0000       0.0100       1.0337       1.0000       273.0000     490.2469     0.8000       0.2000      
0.0000       0.0300       1.0063       1.0000       273.0000     481.2219     0.9600       0.0400      
0.0000       0.0500       1.0013       1.0000       273.0000     471.2944     0.9920       0.0080      
0.0000       0.0700       1.0002       1.0000       273.0000     461.2767     0.9984       0.0016      
0.0000       0.0900       1.0000       1.0000       273.0000     451.2499     0.9997       0.0003      
0.0000       0.1100       1.0000       1.0000       273.0000     441.2222     0.9999       0.0001      
0.0000       0.1300       1.0000       1.0000       273.0000     431.1944     1.0000       0.0000      
0.0000       0.1500       1.0000       1.0000       273.0000     421.1667     1.0000       0.0000      
0.0000       0.1700       1.0000       1.0000       273.0000     411.1389     1.0000       0.0000      
0.0000       0.1900       1.0000       1.0000       273.0000     401.1111     1.0000       0.0000      
0.0000       0.2100       1.0000       1.0000       273.0000     391.0833     1.0000       0.0000      
0.0000       0.2300       1.0000       1.0000       273.0000     381.0556     1.0000       0.0000      
0.0000       0.2500       1.0000       1.0000       273.0000     371.0278     1.0000       0.0000      
0.0000       0.2700       1.0000       1.0000       273.0000     361.0000     1.0000       0.0000      
0.0000       0.2900       1.0000       1.0000       273.0000     350.9722     1.0000       0.0000      
0.0000       0.3100       1.0000       1.0000       273.0000     340.9444     1.0000       0.0000      
0.0000       0.3300       1.0000       1.0000       273.0000     330.9167     1.0000       0.0000      
0.0000       0.3500       1.0000       1.0000       273.0000     320.8889     1.0000       0.0000      
0.0000       0.3700       1.0000       1.0000       273.0000     310.8611     1.0000       0.0000      
0.0000       0.3900       1.0000       1.0000       273.0000     300.8333     1.0000       0.0000      
0.0000       0.4100       1.0000       1.0000       273.0000     290.8056     1.0000       0.0000      
0.0000       0.4300       1.0000       1.0000       273.0000     280.7778     1.0000       0.0000      
0.0000       0.4500       1.0000       1.0000       273.0000     270.7500     1.0000       0.0000      
0.0000       0.4700       1.0000       1.0000       273.0000     260.7222     1.0000       0.0000      
0.0000       0.4900       1.0000       1.0000       273.0000     250.6944     1.0000       0.0000      
0.0000       0.5100       1.0000       1.0000       273.0000     240.6667     1.0000       0.0000      
0.0000       0.5300       1.0000       1.0000       273.0000     230.6389     1.0000       0.0000      
0.0000       0.5500       1.0000       1.0000       273.0000     220.6111     1.0000       0.0000      
0.0000       0.5700       1.0000       1.0000       273.0000     210.5833     1.0000       0.0000      
0.0000       0.5900       1.0000       1.0000       273.0000     200.5556     1.0000       0.0000      
0.0000       0.6100       1.0000       1.0000       273.0000     190.5278     1.0000       0.0000      
0.0000       0.6300       1.0000       1.0000       273.0000     180.5000     1.0000       0.0000      
0.0000       0.6500       1.0000       1.0000       273.0000     170.4722     1.0000       0.0000      
0.0000       0.6700       1.0000       1.0000       273.0000     160.4444     1.0000       0.0000      
0.0000       0.6900       1.0000       1.0000       273.0000     150.4167     1.0000       0.0000      
0.0000       0.7100       1.0000       1.0000       273.0000     140.3889     1.0000       0.0000      
0.0000       0.7300       1.0000       1.0000       273.0000     130.3611     1.0000       0.0000      
0.0000       0.7500       1.0000       1.0000       273.0000     120.3333     1.0000       0.0000      
0.0000       0.7700       1.0000       1.0000       273.0000     110.3056     1.0000       0.0000      
0.0000       0.7900       1.0000       1.0000       273.0000     100.2778     1.0000       0.0000      
0.0000       0.8100       1.0000       1.0000       273.0000     90.2500      1.0000       0.0000      
0.0000       0.8300       1.0000       1.0000       273.0000     80.2222      1.0000       0.0000      
0.0000       0.8500       1.0000       1.0000       273.0000     70.1944      1.0000       0.0000      
0.0000       0.8700       1.0000       1.0000       273.0000     60.1667      1.0000       0.0000      
0.0000       0.8900       1.0000       1.0000       273.0000     50.1389      1.0000       0.0000      
0.0000       0.9100       1.0000       1.0000       273.0000     40.1111      1.0000       0.0000      
0.0000       0.9300       1.0000       1.0000       273.0000     30.0833      1.0000       0.0000      
0.0000       0.9500       1.0000       1.0000       273.0000     20.0556      1.0000       0.0000      
0.0000       0.9700       1.0000       1.0000       273.0000     10.0278      1.0000       0.0000      
