Time         Position     u_Position   density      velocity     Temperature  Pressure     species1     species2     species3     species4    
0.000000     0.000000     0.000000     1.000000     0.100000     200.000000   0.000000     0.363687     0.250101     0.159195     0.227017    
0.000000     0.005000     0.000000     1.000000     0.001500     200.000000   0.733100     0.362304     0.251063     0.158742     0.227891    
0.000000     0.015000     0.010000     1.000000     0.001500     200.000000   0.725693     0.360911     0.252033     0.158285     0.228771    
0.000000     0.025000     0.020000     1.000000     0.001500     200.000000   0.718288     0.359507     0.253010     0.157825     0.229658    
0.000000     0.035000     0.030000     1.000000     0.001500     200.000000   0.710883     0.358092     0.253995     0.157362     0.230552    
0.000000     0.045000     0.040000     1.000000     0.001500     200.000000   0.703478     0.356666     0.254987     0.156894     0.231452    
0.000000     0.055000     0.050000     1.000000     0.001500     200.000000   0.696073     0.355229     0.255987     0.156423     0.232360    
0.000000     0.065000     0.060000     1.000000     0.001500     200.000000   0.688668     0.353781     0.256995     0.155949     0.233275    
0.000000     0.075000     0.070000     1.000000     0.001500     200.000000   0.681263     0.352321     0.258011     0.155470     0.234198    
0.000000     0.085000     0.080000     1.000000     0.001500     200.000000   0.673858     0.350849     0.259035     0.154988     0.235127    
0.000000     0.095000     0.090000     1.000000     0.001500     200.000000   0.666453     0.349366     0.260068     0.154502     0.236064    
0.000000     0.105000     0.100000     1.000000     0.001500     200.000000   0.659048     0.347871     0.261108     0.154012     0.237009    
0.000000     0.115000     0.110000     1.000000     0.001500     200.000000   0.651643     0.346364     0.262157     0.153518     0.237961    
0.000000     0.125000     0.120000     1.000000     0.001500     200.000000   0.644238     0.344844     0.263215     0.153020     0.238921    
0.000000     0.135000     0.130000     1.000000     0.001500     200.000000   0.636833     0.343313     0.264281     0.152518     0.239888    
0.000000     0.145000     0.140000     1.000000     0.001500     200.000000   0.629428     0.341769     0.265355     0.152012     0.240864    
0.000000     0.155000     0.150000     1.000000     0.001500     200.000000   0.622023     0.340212     0.266439     0.151502     0.241847    
0.000000     0.165000     0.160000     1.000000     0.001500     200.000000   0.614618     0.338643     0.267531     0.150988     0.242838    
0.000000     0.175000     0.170000     1.000000     0.001500     200.000000   0.607213     0.337060     0.268632     0.150469     0.243838    
0.000000     0.185000     0.180000     1.000000     0.001500     200.000000   0.599808     0.335465     0.269742     0.149947     0.244846    
0.000000     0.195000     0.190000     1.000000     0.001500     200.000000   0.592403     0.333856     0.270862     0.149420     0.245862    
0.000000     0.205000     0.200000     1.000000     0.001500     200.000000   0.584998     0.332234     0.271991     0.148888     0.246887    
0.000000     0.215000     0.210000     1.000000     0.001500     200.000000   0.577593     0.330599     0.273129     0.148352     0.247920    
0.000000     0.225000     0.220000     1.000000     0.001500     200.000000   0.570188     0.328949     0.274277     0.147811     0.248962    
0.000000     0.235000     0.230000     1.000000     0.001500     200.000000   0.562783     0.327286     0.275435     0.147266     0.250013    
0.000000     0.245000     0.240000     1.000000     0.001500     200.000000   0.555378     0.325609     0.276602     0.146717     0.251073    
0.000000     0.255000     0.250000     1.000000     0.001500     200.000000   0.547973     0.323917     0.277780     0.146162     0.252141    
0.000000     0.265000     0.260000     1.000000     0.001500     200.000000   0.540568     0.322211     0.278967     0.145603     0.253219    
0.000000     0.275000     0.270000     1.000000     0.001500     200.000000   0.533163     0.320490     0.280165     0.145039     0.254306    
0.000000     0.285000     0.280000     1.000000     0.001500     200.000000   0.525758     0.318754     0.281373     0.144470     0.255403    
0.000000     0.295000     0.290000     1.000000     0.001500     200.000000   0.518353     0.317004     0.282591     0.143897     0.256509    
0.000000     0.305000     0.300000     1.000000     0.001500     200.000000   0.510948     0.315238     0.283820     0.143318     0.257624    
0.000000     0.315000     0.310000     1.000000     0.001500     200.000000   0.503543     0.313456     0.285060     0.142734     0.258750    
0.000000     0.325000     0.320000     1.000000     0.001500     200.000000   0.496138     0.311659     0.286310     0.142145     0.259885    
0.000000     0.335000     0.330000     1.000000     0.001500     200.000000   0.488733     0.309847     0.287572     0.141551     0.261030    
0.000000     0.345000     0.340000     1.000000     0.001500     200.000000   0.481328     0.308018     0.288845     0.140952     0.262185    
0.000000     0.355000     0.350000     1.000000     0.001500     200.000000   0.473923     0.306173     0.290129     0.140347     0.263351    
0.000000     0.365000     0.360000     1.000000     0.001500     200.000000   0.466518     0.304311     0.291425     0.139737     0.264527    
0.000000     0.375000     0.370000     1.000000     0.001500     200.000000   0.459113     0.302433     0.292732     0.139122     0.265714    
0.000000     0.385000     0.380000     1.000000     0.001500     200.000000   0.451708     0.300538     0.294051     0.138501     0.266911    
0.000000     0.395000     0.390000     1.000000     0.001500     200.000000   0.444303     0.298625     0.295382     0.137874     0.268119    
0.000000     0.405000     0.400000     1.000000     0.001500     200.000000   0.436898     0.296695     0.296725     0.137242     0.269338    
0.000000     0.415000     0.410000     1.000000     0.001500     200.000000   0.429493     0.294748     0.298080     0.136604     0.270568    
0.000000     0.425000     0.420000     1.000000     0.001500     200.000000   0.422088     0.292783     0.299448     0.135959     0.271810    
0.000000     0.435000     0.430000     1.000000     0.001500     200.000000   0.414683     0.290799     0.300828     0.135310     0.273063    
0.000000     0.445000     0.440000     1.000000     0.001500     200.000000   0.407278     0.288798     0.302222     0.134654     0.274327    
0.000000     0.455000     0.450000     1.000000     0.001500     200.000000   0.399873     0.286777     0.303628     0.133991     0.275604    
0.000000     0.465000     0.460000     1.000000     0.001500     200.000000   0.392468     0.284738     0.305047     0.133323     0.276892    
